city,country,airport_count
Pruszcz Gdansk,Poland,1
Grefrath,Germany,1
YUR'EVETS,Russia,1
Beaver Falls,United States,1
Ship Channel Cay,Bahamas,1
Dania Beach,United States,1
Daocheng,China,1
Ghent,United States,1
Bountiful,United States,1
Pegswood,United Kingdom,1
Haining,China,1
Are,Sweden,1
Konosha,Russia,1
Liski,Russia,1
Williams Junction,United States,1
Pedasi,Panama,1
Neyveli,India,1
Yorkton,Canada,1
Vermillion,Canada,1
Brize Norton,United Kingdom,1
Vaxjo,Sweden,1
Bethlehem,South Africa,1
Berberati,Central African Republic,1
Faya-largeau,Chad,1
Arrecife,Spain,1
Bananera,Guatemala,1
Coban,Guatemala,1
San Jose,Guatemala,1
Huahine Island,French Polynesia,1
Wigram,New Zealand,1
Wairoa,New Zealand,1
Gheshm I.,Iran,1
Ozuki,Japan,1
Brasilia,Brazil,1
Antofagasta,Chile,1
Clementia,Ecuador,1
Tortola,British Virgin Islands,1
Krasnodar,Russia,1
Paya Lebar,Singapore,1
Iliamna,United States,1
Fresno,United States,1
Palangkaraya,Indonesia,1
Bermuda,Bermuda,1
Phon Savan,Laos,1
Kastelorizo,Greece,1
Bordj Badji Mokhtar,Algeria,1
Kenema,Sierra Leone,1
Kahramanmaras,Turkey,1
Koro Island,Fiji,1
Meghauli,Nepal,1
Geneina,Sudan,1
Scone,Australia,1
Oxnard,United States,1
Cedros,Mexico,1
Christiansted,Virgin Islands,1
Dabaa City,Egypt,1
Princetown,Australia,1
Claymore,United Kingdom,1
Lowell,United States,1
Offenburg,Germany,1
Warnervale Airport,Australia,1
Tobermory,Canada,1
Olekminsk,Russia,1
Stirling,United Kingdom,1
Santa Cruz,Ecuador,1
Tingo Maria,Peru,1
New York City,United States,1
Angra dos Reis,Brazil,1
Chapada dos Guimaraes,Brazil,1
Seville,Spain,1
Moriarty,United States,1
Pasir Pangaraian,Indonesia,1
Itbayat,Philippines,1
Kisoro,Uganda,1
Dikwa,Nigeria,1
Cold Spring,United States,1
Koper,Slovenia,1
Gilze-rijen,Netherlands,1
Falkoping,Sweden,1
Phalaborwa,South Africa,1
Ampampamena,Madagascar,1
Lampedusa,Italy,1
Lazard Cardenas,Mexico,1
Bhagtanwala,Pakistan,1
Baler,Philippines,1
Santa Cruz,Argentina,1
Medellin,Colombia,1
Andahuaylas,Peru,1
Tioman,Malaysia,1
Patuxent River,United States,1
Norden,Germany,1
Tremiti Islands,Italy,1
Laramie,United States,1
Turbat,Pakistan,1
Panzhihua,China,1
Grytvyken,South Georgia and the Islands,1
Oristano,Italy,1
Mureck,Austria,1
Shaftesbury,United Kingdom,1
Lake Placid,United States,1
Poteau,United States,1
Huntingdon,United States,1
Stevens Village,United States,1
Bau-Bau,Indonesia,1
Oak Park,United States,1
Firozabad,India,1
Yass Junction,Australia,1
Azov,Russia,1
Franz Josef Glacier,New Zealand,1
Rijswijk,Netherlands,1
Oudenbosch,Netherlands,1
Luckau,Germany,1
GAYLORD,United States,1
Hotel Boeck Voesendorf,Austria,1
Furth,Germany,1
Kitsissuarsuit,Greenland,1
Hahnichen,Germany,1
Mariehamn,Finland,1
Orsa,Sweden,1
Selebi-phikwe,Botswana,1
M'banza-congo,Angola,1
Haguenau,France,1
Pratica Di Mare,Italy,1
Mare,New Caledonia,1
Weydon,Antarctica,1
Port-of-spain,Trinidad and Tobago,1
Mirnyj,Russia,1
Christmas Island,Christmas Island,1
Shemya,United States,1
Legazpi,Philippines,1
Kaieteur,Guyana,1
Bo,Sierra Leone,1
Vunisea,Fiji,1
Ormara Raik,Pakistan,1
Anadyr,Russia,1
Hrodna,Belarus,1
Maragheh,Iran,1
Hoexter Holzminden,Germany,1
Chignik Lake,United States,1
Raivavae,French Polynesia,1
Diamantina,Brazil,1
Chemehuevi Valley,United States,1
Caernarfon,United Kingdom,1
Southeast,United States,1
Chatsworth,Australia,1
Zouerat,Mauritania,1
Bintuni,Indonesia,1
Shisui,Japan,1
Mazma,United States,1
Dezhou,China,1
Karstadt,Germany,1
Holingol,China,1
Vumbura,Botswana,1
San Vicente,Philippines,1
Ouargla,Algeria,1
Abuja,Nigeria,1
Fairford,United Kingdom,1
Kasane,Botswana,1
Antsohihy,Madagascar,1
San Luis,Spain,1
Elat,Israel,1
Acapulco,Mexico,1
Liberia,Costa Rica,1
Dammam,Saudi Arabia,1
Oita,Japan,1
Carepa,Colombia,1
Uralsk,Kazakhstan,1
Lvov,Ukraine,1
Kaimana,Indonesia,1
Fort Irwin,United States,1
Lahania-kapalua,United States,1
Honiara,Solomon Islands,1
Simikot,Nepal,1
Busuanga,Philippines,1
Campbeltown,United Kingdom,1
Baco,Ethiopia,1
Pococi,Costa Rica,1
Moala,Fiji,1
El Nido,Philippines,1
Thargomindah,Australia,1
Yorke Island,Australia,1
Çorlu,Turkey,1
Bonnyville,Canada,1
Olgii,Mongolia,1
Beru Island,Kiribati,1
Clear Lake City,United States,1
Feldkirch,Austria,1
Pukchang,North Korea,1
Sylacauga,United States,1
Sutton,United States,1
Independence,United States,1
Houghton,United States,1
Victory,Canada,1
Cordelia,United States,1
Tuapse,Russia,1
Castelldefels,Spain,1
Rotenburg Wumme,Germany,1
Waterbury,United States,1
Lakselv,Norway,1
Wittmundhafen,Germany,1
Orange,France,1
Nuku Hiva,French Polynesia,1
Peshawar,Pakistan,1
Londrina,Brazil,1
Huancabamba,Peru,1
Nasik Road,India,1
Mandalay,Burma,1
Bethel,United States,1
Mount Clemens,United States,1
Nan,Thailand,1
Lawton,United States,1
Samjiyon,South Korea,1
Johnston Island,Johnston Atoll,1
Fera Island,Solomon Islands,1
Shinyanga,Tanzania,1
Malekula Island,Vanuatu,1
Esmeraldas,Ecuador,1
Brus Laguna,Honduras,1
Nulato,United States,1
Rincon de los Sauces,Argentina,1
Khalije Fars,Iran,1
Khakusy,Russia,1
Villa Rica,United States,1
Manitowaning,Canada,1
Taytay,Philippines,1
Embu,Kenya,1
Anapolis,Brazil,1
Lake Macquarie,Australia,1
Newburyport,United States,1
Red Hook,Virgin Islands,1
Nan-ao,Taiwan,1
Tundla,India,1
Logrono,Spain,1
Alert Bay,Canada,1
Chetwynd,Canada,1
Bregenz,Austria,1
Morjarv,Sweden,1
Simberi Island,Papua New Guinea,1
San Miguel,El Salvador,1
Rajbiraj,Nepal,1
Swift Current,Canada,1
Teisko,Finland,1
Kisangani,Congo (Kinshasa),1
Nevatim,Israel,1
Evora,Portugal,1
Afyon,Turkey,1
San Jose Del Cabo,Mexico,1
San Luis Potosi,Mexico,1
Talhar,Pakistan,1
Fukue,Japan,1
Guasdualito,Venezuela,1
Pine Bluff,United States,1
Ithaca,United States,1
Smara,Western Sahara,1
"Praia, Santiago Island",Cape Verde,1
Pellston,United States,1
Kamusi,Papua New Guinea,1
Ceduna,Australia,1
Anqing,China,1
Thurles,Ireland,1
Nikolski,United States,1
Alma,Canada,1
Maues,Brazil,1
Ulaangom,Mongolia,1
Abemama,Kiribati,1
Selous National Park,Tanzania,1
Dorval,Canada,1
South Haven,United States,1
Fryeburg,United States,1
Belle Galdes,United States,1
Glencoe,Canada,1
Western Springs,United States,1
Mankato,United States,1
Holdredge,United States,1
Juina,Brazil,1
Serengeti N.P.,Tanzania,1
Kelsey,Canada,1
Daugavpils,Latvia,1
Taji,Iraq,1
Verdellino,Italy,1
Parakou,Benin,1
Velidhoo,Maldives,1
Remilly,France,1
Nieuwerkerk aan den IJssel,Netherlands,1
Papunya,Australia,1
Massy,France,1
Delta Camp,Botswana,1
San Jose,Panama,1
Saqqaq,Greenland,1
Gwoza,Nigeria,1
Zyryanka,Russia,1
Iqaluit,Canada,1
Roberval,Canada,1
Tamanrasset,Algeria,1
Enugu,Nigeria,1
Coventry,United Kingdom,1
Galway,Ireland,1
Connaught,Ireland,1
Kalkmar,Sweden,1
Giebelstadt,Germany,1
Ladysmith,South Africa,1
Manakara,Madagascar,1
Cap Skiring,Senegal,1
Eskisehir,Turkey,1
Kandahar,Afghanistan,1
La Rioja,Argentina,1
Altamira,Brazil,1
Providencia,Colombia,1
Rio Hacha,Colombia,1
Batticaloa,Sri Lanka,1
Zero,India,1
Trang,Thailand,1
Colombus,United States,1
Hervey Bay,Australia,1
Island Lake,Canada,1
Cayo Coco,Cuba,1
Sorocaba,Brazil,1
Penza,Russia,1
Mawlamyine,Burma,1
Barcaldine,Australia,1
Langley Township,Canada,1
Gurupi,Brazil,1
Matam,Senegal,1
Marakei,Kiribati,1
Chicago-Wheeling,United States,1
Chessy,France,1
Thomson,United States,1
Braceville,United States,1
Peenemunde,Germany,1
Cheraw,United States,1
Ashford,United Kingdom,1
Guarapari,Brazil,1
Honfleur,France,1
Pinedale,United States,1
Chaybukha,Russia,1
Svenborg,Denmark,1
Ejin Banner,China,1
Frankfurt-Main,Germany,1
Jijel,Algeria,1
Hultsfred,Sweden,1
Kitzingen,Germany,1
Iasi,Romania,1
Rota,Northern Mariana Islands,1
Tokachi,Japan,1
Daman,India,1
Pendicherry,India,1
Timika,Indonesia,1
Changcha,China,1
King Salmon,United States,1
Powell River,Canada,1
Port Sudan,Sudan,1
Barisal,Bangladesh,1
Isla Pescado,Bolivia,1
Shahre Kord,Iran,1
Livingood,United States,1
Toraja,Indonesia,1
Revelstoke,Canada,1
Bischofswiesen,Germany,1
Ust-Nera,Russia,1
Escravos,Nigeria,1
Immokalee,United States,1
Andorra la Vella,Spain,1
Prizren,Serbia,1
North Falmouth,United States,1
Maibara,Japan,1
Itaperuna,Brazil,1
Yosemite Nationalpark,United States,1
Ayaguz,Kazakhstan,1
Holten,Netherlands,1
Brebieres,France,1
Buttgen,Germany,1
El Kharga,Egypt,1
Maniwaki,Canada,1
Yellowknife,Canada,1
Tiaret,Algeria,1
Lome,Togo,1
Sodankyla,Finland,1
Calvinia,South Africa,1
Cepin,Croatia,1
Carpentras,France,1
Perugia,Italy,1
Colima,Mexico,1
Rash Mishab,Saudi Arabia,1
Pohnpei,Micronesia,1
Miyako,Japan,1
Tandil,Argentina,1
Sholapur,India,1
Saba,Netherlands Antilles,1
Bathurst,Canada,1
Du Bois,United States,1
Kirksville,United States,1
Tiga,New Caledonia,1
Lugansk,Ukraine,1
Whyalla,Australia,1
McCook,United States,1
Tenakee Springs,United States,1
Bella Bella,Canada,1
Taldykorgan,Kazakhstan,1
Cornwall,Canada,1
STROE,Netherlands,1
Isabela,Ecuador,1
Ridgeland,United States,1
Somerville,United States,1
Newberry,United States,1
Winterhaven,United States,1
Mar-Kuel,Russia,1
Rara National Park,Nepal,1
Nynashamn,Sweden,1
Dolo Ado,Ethiopia,1
Ypres,Belgium,1
Zhangye,China,1
North Head,Canada,1
Tongluo,Taiwan,1
Darlington,United Kingdom,1
Salfords,United Kingdom,1
Oakley,United States,1
Miranda de Ebro,Spain,1
Taishet,Russia,1
Fury Gorge,Australia,1
Charles City,United States,1
Bad Oldesloe,Germany,1
Ruckersdorf,Germany,1
Barnstorf,Germany,1
Lingbo,Sweden,1
Westwood,United States,1
Finke,Australia,1
Camocim,Brazil,1
Cangyuan,China,1
Ayawasi,Indonesia,1
Douala,Cameroon,1
Sainte Marie,Madagascar,1
Faranah,Guinea,1
Lamu,Kenya,1
Sebha,Libya,1
Tripolis,Greece,1
Cluj-napoca,Romania,1
Akita,Japan,1
Reconquista,Argentina,1
Ipatinga,Brazil,1
Itaipu,Paraguay,1
Khajuraho,India,1
Cordova,United States,1
Fort Sill,United States,1
Sandakan,Malaysia,1
Porto Seguro,Brazil,1
Fort Hope,Canada,1
Elko,United States,1
Khatanga,Russia,1
Wenatchee,United States,1
Triengen,Switzerland,1
Tapini,Papua New Guinea,1
Camp Douglas,United States,1
Shaktoolik,United States,1
Meru National Park,Kenya,1
Exmouth,Australia,1
Hoogeveen,Netherlands,1
Live Oak,United States,1
BLUMENAU,Brazil,1
St Florentin Cheu,France,1
Maldives Hilton Iru fushi,Maldives,1
Douliu,Taiwan,1
West Ealing,United Kingdom,1
Hashima,Japan,1
Talladega,United States,1
Dzankoy,Russia,1
Saidor,Papua New Guinea,1
Cangzhou,China,1
Taubaté,Brazil,1
Scharbeutz,Germany,1
Rudnitz,Germany,1
Sollentuna,Sweden,1
Nagurskaya,Russia,1
Mansa,Zambia,1
Labuha,Indonesia,1
Onakawana,Canada,1
Dwangwa,Malawi,1
Leutkirch,Germany,1
Chateauroux,France,1
Petroline 6,Saudi Arabia,1
Yap,Micronesia,1
Fengnin,Taiwan,1
San Julian,Argentina,1
Ambato,Ecuador,1
Higuerote,Venezuela,1
Sylhet Osmani,Bangladesh,1
Melbourne,United States,1
Mary's Harbour,Canada,1
Usak,Turkey,1
Loh/Linua,Vanuatu,1
Parachinar,Pakistan,1
Bangda,China,1
Aksu,China,1
Santana do Araguaia,Brazil,1
Wangen-Lachen,Switzerland,1
Rothwell,Australia,1
Vysoke Myto,Czech Republic,1
Elstree,United Kingdom,1
Meck Island,Marshall Islands,1
Swan Hill,Australia,1
Llodio,Spain,1
Guanghua,China,1
Scheessel,Germany,1
Bobigny,France,1
Balestrand,Norway,1
Agok,Sudan,1
Huckelhoven,Germany,1
Portage-la-prairie,Canada,1
Constantine,Algeria,1
Teesside,United Kingdom,1
Abeche,Chad,1
Beauvais,France,1
Chania,Greece,1
Abe-ali,Iran,1
Bage,Brazil,1
Tarauaca,Brazil,1
Phong Savanh,Laos,1
Dundigul,India,1
Coco Island,Burma,1
Tanjung Santan,Indonesia,1
Kobe,Japan,1
Tyumen,Russia,1
Ciudad del Este,Paraguay,1
Naryan-Mar,Russia,1
Akunnaaq,Greenland,1
Playa Samara,Costa Rica,1
Redcliffe,Vanuatu,1
Laamu Atoll,Maldives,1
Moranbah,Australia,1
Mount Gambier,Australia,1
Baotou,China,1
Port Protection,United States,1
Stewart Island,New Zealand,1
Camp Bastion,Afghanistan,1
Buckeye,United States,1
Salzgitter,Germany,1
Porto Urucu,Brazil,1
Cartersville,United States,1
Pinehurst-Southern Pines,United States,1
Wadsworth,United States,1
Echo Bay,Canada,1
Don Sak,Thailand,1
Timmonsville,United States,1
Jingtong,Taiwan,1
Collegeville,United States,1
Bambu,Papua New Guinea,1
Kalinkovichy,Belarus,1
Zerbst/Anhalt,Germany,1
Bingen Rhein Stadt,Germany,1
Wierden,Netherlands,1
Noisy-le-Sec,France,1
Leonberg,Germany,1
Cruz,Brazil,1
Tunis,Tunisia,1
Llanbedr,United Kingdom,1
Mosjoen,Norway,1
Albi,France,1
San Pedro Sula,Honduras,1
Ocho Rios,Jamaica,1
Isla Mujeres,Mexico,1
Iztepec,Mexico,1
Alexandra,New Zealand,1
Gualaquiza,Ecuador,1
Ludhiaha,India,1
Alice,United States,1
Kerema,Papua New Guinea,1
"Doncaster, Sheffield",United Kingdom,1
Logroño-Agoncillo,Spain,1
Perryville,United States,1
Makin,Kiribati,1
Koszalin,Poland,1
Okaukuejo,Namibia,1
Marathon,Canada,1
Mackinac Island MI,United States,1
Meteora,Greece,1
Gudvangen,Norway,1
Wittenberge,Germany,1
Attopeu,Laos,1
Kingisepp,Russia,1
Bryans,Russia,1
Fonimagooghoo,Maldives,1
Courville sur Eure,France,1
Salzbergen,Germany,1
Birkengrund,Germany,1
Schwaan,Germany,1
Los Lunas,United States,1
Espanola,United States,1
Dalwhinnie,United Kingdom,1
Keflavik,Iceland,1
Molde,Norway,1
Skelleftea,Sweden,1
Phalsbourg,France,1
Reggio Calabria,Italy,1
Port Nelson,Bahamas,1
Guriat,Saudi Arabia,1
Sharurah,Saudi Arabia,1
San Fernando,Argentina,1
Sao Pedro Da Aldeia,Brazil,1
Villavicencio,Colombia,1
Osh,Kyrgyzstan,1
Phrae,Thailand,1
Grant County Airport,United States,1
Colorado Springs,United States,1
Elmira,United States,1
Shakawe,Botswana,1
Wotho Island,Marshall Islands,1
Ahe,French Polynesia,1
Mountain Village,United States,1
Charlestown,Saint Kitts and Nevis,1
Kharkov,Ukraine,1
Amderma,Russia,1
Moree,Australia,1
Wanxian,China,1
Goulburn,Australia,1
Dickinson,United States,1
Kipnuk,United States,1
Uyuni,Bolivia,1
Kamarang,Guyana,1
Ravensthorpe,Australia,1
Koethen,Germany,1
St.Stephan,Switzerland,1
Ourilandia do Norte,Brazil,1
Batavia,United States,1
Rothera Research Station,United Kingdom,1
Barrie-Orillia,Canada,1
Kogatende,Tanzania,1
Fort Madison,United States,1
Luodong,Taiwan,1
Schwanheide,Germany,1
Paraty,Brazil,1
Talpa de Allende,Mexico,1
Gjadër,Albania,1
Mirpur Khas,Pakistan,1
Dzhankoy,Ukraine,1
Matemo Island,Mozambique,1
Koh Yao Noi,Thailand,1
Buchholz Nordheide,Germany,1
Two Harbors,United States,1
Barstow,United States,1
Sidnaw,United States,1
Koge,Denmark,1
Ekaterinburg,Russia,1
Bay St. Louis,United States,1
Vidalia,United States,1
Jos,Nigeria,1
St.-hubert,Belgium,1
Rustenburg,South Africa,1
Grosseto,Italy,1
Fort-de-france,Martinique,1
Wajima,Japan,1
Barter Island,United States,1
Barking Sands,United States,1
Monterey,United States,1
Gurney,Papua New Guinea,1
Sarh,Chad,1
Swakopmund,Namibia,1
Dembidollo,Ethiopia,1
Asyut,Egypt,1
Ua Huka,French Polynesia,1
Dillon's Bay,Vanuatu,1
Las Heras,Argentina,1
Siargao,Philippines,1
Kenmore,United States,1
Beppu,Japan,1
Vellezzo Bellini,Italy,1
Toccoa,United States,1
Barberton,South Africa,1
New Brunswick,United States,1
Napaskiak,United States,1
Twin Shores Camping Area,Canada,1
Mechelen,Belgium,1
Half Moon Bay,United States,1
Neufahrn bei Freising,Germany,1
Wilmette,United States,1
Reichelsheim,Germany,1
Heino,Netherlands,1
Wiesenburg,Germany,1
Prince Pupert,Canada,1
Rouyn,Canada,1
Mecheria,Algeria,1
Blackbushe,United Kingdom,1
Kirkenes,Norway,1
Hallviken,Sweden,1
Grahamstown,South Africa,1
Negage,Angola,1
Albenga,Italy,1
Vigan,Philippines,1
Tinogasta,Argentina,1
Amapa,Brazil,1
Kailashahar,India,1
Bhatinda,India,1
Camden,Australia,1
Muir,United States,1
ST MARY\'S,United Kingdom,1
Summer Beaver,Canada,1
Nissan Island,Papua New Guinea,1
Waikoloa Village,United States,1
Kaltag,United States,1
Inishmaan,Ireland,1
Dunkirk,United States,1
Khandyga,Russia,1
Klatovy,Czech Republic,1
Salazie,Reunion,1
Lilydale,Australia,1
Rantoul,United States,1
Harpers Ferry,United States,1
Tappahannock,United States,1
Baganara Island Resort,Guyana,1
Baar,Switzerland,1
St Leonard,Canada,1
Graf Ignatievo,Bulgaria,1
Wasilla,United States,1
Lensahn,Germany,1
Ronninge,Sweden,1
Korhogo,Cote d'Ivoire,1
Lambertsbaai,South Africa,1
Montego Bay,Jamaica,1
Pohang,South Korea,1
Bogota,Colombia,1
Tarija,Bolivia,1
El Centro,United States,1
Pangkalan Bun,Indonesia,1
Redang,Malaysia,1
Bemidji,United States,1
Stirling Island,Solomon Islands,1
North Platte,United States,1
Kars,Turkey,1
Misratah,Libya,1
Lar,Iran,1
Kudat,Malaysia,1
Cooktown,Australia,1
Palm Island,Australia,1
Jian,China,1
Central,United States,1
Mantsonyane,Lesotho,1
Kerch,Ukraine,1
Keene,United States,1
Volosovo,Russia,1
Midland,Canada,1
Livingston,Zambia,1
Tonghua,China,1
New Jersey,United States,1
Bogorodskoe,Russia,1
Brandenburg an der Havel,Germany,1
Key Biscayne,United States,1
Rerik,Germany,1
Springer,United States,1
Kangaatsiaq,Greenland,1
Sorriso,Brazil,1
Mama,Russia,1
Gemlik,Turkey,1
Drachten,Netherlands,1
Juba,South Sudan,1
Autun,France,1
Poza Rico,Mexico,1
Cienfuegos,Cuba,1
Okara,Pakistan,1
San Antonio,Venezuela,1
Shante,Burma,1
Merauke,Indonesia,1
Sibu,Malaysia,1
Nanchang,China,1
Kashi,China,1
Big Mountain,United States,1
Duluth,United States,1
Great Falls,United States,1
Sabang,Indonesia,1
Gounda,Central African Republic,1
Mampikony,Madagascar,1
Mejit Atoll,Marshall Islands,1
Kontum,Vietnam,1
Tanjung Redep-Borneo Island,Indonesia,1
Dalanzadgad,Mongolia,1
Coari,Brazil,1
Wohlen bei Bern,Switzerland,1
Ny-Alesund,Svalbard,1
Otaru,Japan,1
Bestobe,Kazakhstan,1
Beni Mellal,Morocco,1
Bubaque,Guinea-Bissau,1
Yuanlin,Taiwan,1
Nasiriyah,Iraq,1
Tongxiang,China,1
Kongolo,Congo (Kinshasa),1
Wittenom,Australia,1
St Thomas,Canada,1
Leczyca,Poland,1
Buguruslan,Russia,1
Takoradi,Ghana,1
Esbjerg,Denmark,1
Musina,South Africa,1
N'gaoundere,Cameroon,1
Mahajanga,Madagascar,1
Ulongwe,Mozambique,1
Kadugli,Sudan,1
Vitoria,Spain,1
Rennes,France,1
Kozani,Greece,1
San Vito De Jaba,Costa Rica,1
Cunagua,Cuba,1
North Eleuthera,Bahamas,1
Sheberghan,Afghanistan,1
President Prudente,Brazil,1
Iauarete,Brazil,1
Lansdowne House,Canada,1
Savusavu,Fiji,1
Catarman,Philippines,1
Brest,Belarus,1
Langeoog,Germany,1
Rio Verde,Brazil,1
Moultrie,United States,1
Saint Pierre,Reunion,1
Earlswood,United Kingdom,1
Ozark,United States,1
Paysandu,Uruguay,1
Brand,Germany,1
Sljudjanka,Russia,1
Durrie,Australia,1
Evette Salbert,France,1
Deptford Township,United States,1
Jastarnia,Poland,1
Horka,Germany,1
Baker Lake,Canada,1
Westerland,Germany,1
Parys,South Africa,1
Springbok,South Africa,1
Umtata,South Africa,1
Uige,Angola,1
Sao Vicente Island,Cape Verde,1
Aguascalientes,Mexico,1
Villa Dolores,Argentina,1
St. Croix Island,Virgin Islands,1
Jharsuguda,India,1
Suai,East Timor,1
Hana,United States,1
Fort Eustis,United States,1
Massawa,Eritrea,1
Tokua,Papua New Guinea,1
Guayaramerín,Bolivia,1
Kowanyama,Australia,1
Zhanjiang,China,1
Everglades,United States,1
Logan,United States,1
Eagle River,United States,1
Moser Bay,United States,1
Kwamelasemoetoe,Suriname,1
Jabiru,Australia,1
Ganderkesee,Germany,1
Patricia Bay,Canada,1
Bagdad,United States,1
Saint Marc,Haiti,1
Saint Denis,Reunion,1
Dedeben,South Africa,1
Newark,United Kingdom,1
Huntingdon,United Kingdom,1
Mount Eden,New Zealand,1
Mt. Cook,New Zealand,1
Chevremont,France,1
Eschede,Germany,1
Bor,South Sudan,1
St-Peterburg,Russia,1
Granbury,United States,1
La Garenne-Colombes,France,1
Holman Island,Canada,1
Harmony,South Africa,1
Mfuwe,Zambia,1
Ghadames,Libya,1
Stara Zagora,Bulgaria,1
Auxerre,France,1
Guatemala City,Guatemala,1
Hamilton,New Zealand,1
Resistencia,Argentina,1
Fronteira,Brazil,1
Tefe,Brazil,1
Mustique,Saint Vincent and the Grenadines,1
Fort Polk,United States,1
Modesto,United States,1
Samarinda,Indonesia,1
Butte,United States,1
Magwe,Burma,1
Rock Springs,United States,1
Colonel Hill,Bahamas,1
Marília,Brazil,1
Pasco,United States,1
Boigu,Australia,1
Yulin,China,1
Sharya,Russia,1
West Yellowstone,United States,1
Foshan,China,1
Kaiser Lake Ozark,United States,1
Donghae,South Korea,1
Mallacoota,Australia,1
Lagos,Portugal,1
Szeged,Hungary,1
Riviere-du-Loup,Canada,1
Chartres,France,1
Hengelo,Netherlands,1
Harringay,United Kingdom,1
Blake Knolls,United States,1
Elsenthal,Germany,1
Kowloon,Hong Kong,1
Giessen,Germany,1
Ronchamp,France,1
Squamish,Canada,1
Lębork,Poland,1
Waren,Germany,1
Albemarle,United States,1
Nuussuaq,Greenland,1
Ammassivik,Greenland,1
Sheffield,United Kingdom,1
Novo Progresso,Brazil,1
Grande Prairie,Canada,1
Golouchestershire,United Kingdom,1
Newquai,United Kingdom,1
Notodden,Norway,1
Lidkoping,Sweden,1
Kotakoli,Congo (Kinshasa),1
Dar Es Salaam,Tanzania,1
Annemasse,France,1
Ramat David,Israel,1
Trencin,Slovakia,1
Hermosillo,Mexico,1
Ciego De Avila,Cuba,1
Rock Sound,Bahamas,1
Manapouri,New Zealand,1
Cordoba,Argentina,1
Trelew,Argentina,1
Pehuajo,Argentina,1
Cruzeiro do Sul,Brazil,1
Campina Grande,Brazil,1
Ho Chi Minh City,Vietnam,1
Momeik,Burma,1
Chintheche,Malawi,1
Tabubil,Papua New Guinea,1
Al-Jawf,Saudi Arabia,1
Noshahr,Iran,1
Roxas City,Philippines,1
Macaé,Brazil,1
Badu Island,Australia,1
Anaktuvuk Pass,United States,1
Salmon,United States,1
Kidepo,Uganda,1
Haeju,North Korea,1
Antsirabe,Madagascar,1
Gourdin Island,Antarctica,1
Xaxanaka,Botswana,1
Stann Creek,Belize,1
Bergen op Zoom,Netherlands,1
Marica,Brazil,1
Lubbenau,Germany,1
Ifuru,Maldives,1
Smiths Falls,Canada,1
Voorschoten,Netherlands,1
Oranienburg,Germany,1
Suwalki,Poland,1
Arras,France,1
Delitzsch unterer Bahnhof,Germany,1
Campbell River,Canada,1
Whitecourt,Canada,1
Rechlin-laerz,Germany,1
Mount Pleasant,Falkland Islands,1
Bronnoysund,Norway,1
Goma,Congo (Kinshasa),1
Tanga,Tanzania,1
Bacau,Romania,1
Les Eplatures,Switzerland,1
Lajes,Brazil,1
Concepcion,Chile,1
Orenburg,Russia,1
Belgaum,India,1
Jorhat,India,1
Bradshaw Field,United States,1
Fargo,United States,1
Pechora,Russia,1
Holy Cross,United States,1
Weihai,China,1
Vernal,United States,1
Eek,United States,1
Bulgan,Mongolia,1
Phan Rang,Vietnam,1
Okavango,Botswana,1
One Hundred Mile House,Canada,1
TELGTE,Germany,1
Ballston Spa,United States,1
Waterloo,Belgium,1
Sohar,Oman,1
Chuzhou,China,1
Orsha,Belarus,1
Syzran',Russia,1
Clifton Hills,Australia,1
Aero,Denmark,1
Beaver Creek,Canada,1
Valentine,United States,1
Nikolayevsk-na-Amure Airport,Russia,1
Kandi,Benin,1
Reinfeld Holst,Germany,1
Zossen,Germany,1
Wismar,Germany,1
Flin Flon,Canada,1
El Borma,Tunisia,1
Trondheim,Norway,1
Cambrai,France,1
Mytilini,Greece,1
Kleiat,Lebanon,1
Neiva,Colombia,1
Ahmedabad,India,1
Deesa,India,1
Pontianak,Indonesia,1
Biloxi,United States,1
Newburgh,United States,1
El Dorado,United States,1
Boma,Congo (Kinshasa),1
Gulu,Uganda,1
Malolo Lailai Island,Fiji,1
Wausau,United States,1
Byron,United States,1
Santa Terezinha,Brazil,1
Ypenburg,Netherlands,1
Waynesboro,United States,1
Thanh Hoa,Vietnam,1
Znamenskoe,Russia,1
Meedhuffushi Island,Maldives,1
Kautokeino,Norway,1
Belomorsk,Russia,1
Ljungbyhed,Sweden,1
Soignies,Belgium,1
Akureyri,Iceland,1
Hudson Bay,Canada,1
Ain Oussera,Algeria,1
Kaduna,Nigeria,1
Rendsburg,Germany,1
Selanpaa,Finland,1
Bodo,Norway,1
Aggeneys,South Africa,1
Secunda,South Africa,1
Menorca,Spain,1
Larissa,Greece,1
Kasteli,Greece,1
Amendola,Italy,1
Tulcea,Romania,1
Cayo Largo del Sur,Cuba,1
Great Exuma,Bahamas,1
Kushke Nosrat,Iran,1
Fukui,Japan,1
Barra Do Garcas,Brazil,1
Balmaceda,Chile,1
Maturin,Venezuela,1
Muskogee,United States,1
Tobruk,Libya,1
Scottsbluff,United States,1
Santa Teresita,Argentina,1
Lake Tekapo,New Zealand,1
Hooper Bay,United States,1
Nzagi,Angola,1
Maiana,Kiribati,1
Savai\'i,Samoa,1
Davis-Woodland-Winters,United States,1
Kolpashevo,Russia,1
Yuendumu,Australia,1
Skagen,Denmark,1
Suntar,Russia,1
Saint Paul,United States,1
Hellerup,Denmark,1
Saquarema,Brazil,1
